Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer Value_to_Use_Freq,Seconds_Used_To_freq
8.0,0.0,33.0,0.0,3285.0,45.0,23.0,29.0,2.0,1.0,2,25.0,253.35,1.0,5.63,73.0
3.0,0.0,38.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1,15.0,145.805,0.0,2.513879310344828,41.258620689655174
10.0,0.0,42.0,2.0,6985.0,100.0,204.0,33.0,3.0,1.0,1,30.0,1099.4,0.0,10.994000000000002,69.85
13.0,0.0,41.0,2.0,4790.0,83.0,44.0,23.0,3.0,1.0,1,30.0,370.92,0.0,4.468915662650603,57.71084337349398
3.0,0.0,37.0,3.0,6660.0,116.0,272.0,32.0,2.0,2.0,1,25.0,1528.92,0.0,13.180344827586207,57.41379310344828
11.0,0.0,36.0,4.0,7270.0,122.0,278.0,35.0,3.0,2.0,1,30.0,1407.68,0.0,11.538360655737705,59.59016393442623
2.0,0.0,26.0,0.0,1323.0,36.0,28.0,68.0,4.0,1.0,1,45.0,103.975,0.0,2.8881944444444443,36.75
13.0,0.0,40.0,1.0,5773.0,102.0,34.0,28.0,2.0,1.0,1,25.0,417.375,0.0,4.091911764705882,56.59803921568628
9.0,0.0,40.0,2.0,3400.0,33.0,409.8875997145183,10.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,63.55515151515152,103.03030303030303
7.0,0.0,38.0,0.0,2485.0,49.0,161.0,10.0,2.0,1.0,1,25.0,838.53,0.0,17.11285714285714,50.714285714285715
14.0,0.0,20.0,1.0,8932.0,177.0,81.0,41.0,5.0,1.0,1,55.0,258.135,0.0,1.4583898305084746,50.463276836158194
6.0,0.0,34.0,0.0,4435.0,81.0,0.0,21.0,3.0,1.0,1,30.0,180.64,0.0,2.2301234567901234,54.75308641975309
23.0,0.0,44.0,3.0,6383.0,114.0,48.0,32.0,3.0,1.0,1,30.0,451.88,0.0,3.963859649122807,55.99122807017544
2.0,0.0,35.0,1.0,7803.0,131.0,398.0,56.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.397175572519085,59.56488549618321
0.0,0.0,32.0,0.0,10980.0,140.0,0.0,40.0,3.0,1.0,1,30.0,444.8,0.0,3.177142857142857,78.42857142857143
23.0,0.0,31.0,3.0,15885.0,237.0,0.0,75.16185358381713,2.0,1.0,1,25.0,725.49,0.0,3.0611392405063294,67.0253164556962
7.0,1.0,33.0,0.0,2238.0,48.0,0.0,16.0,3.0,1.0,2,30.0,91.44,0.0,1.905,46.625
9.0,0.0,40.0,1.0,2665.0,45.0,292.0,20.0,3.0,1.0,1,30.0,1276.4,0.0,28.364444444444448,59.22222222222222
7.0,0.0,36.0,1.0,8405.0,110.0,119.0,43.0,3.0,1.0,1,30.0,816.6,0.0,7.423636363636364,76.4090909090909
15.0,0.0,36.0,1.0,6063.0,101.0,28.0,24.0,2.0,1.0,1,25.0,403.38,0.0,3.993861386138614,60.02970297029703
4.0,0.0,39.0,2.0,3210.0,33.0,409.8875997145183,12.0,4.0,1.0,1,45.0,1368.575,0.0,41.4719696969697,97.27272727272727
0.0,0.0,24.0,0.0,300.0,19.0,161.0,9.0,2.0,2.0,1,25.0,738.855,0.0,38.8871052631579,15.789473684210526
4.0,0.0,13.0,2.0,1568.0,21.0,10.0,11.0,3.0,1.0,1,30.0,103.56,1.0,4.9314285714285715,74.66666666666667
8.0,0.0,40.0,2.0,7928.0,139.0,409.8875997145183,49.0,3.0,1.0,1,30.0,2014.68,0.0,14.49410071942446,57.03597122302158
9.0,0.0,37.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1,25.0,1380.015,0.0,7.5825000000000005,85.08241758241758
6.0,0.0,34.0,0.0,13693.0,167.0,0.0,40.0,3.0,1.0,1,30.0,554.4,0.0,3.319760479041916,81.9940119760479
28.0,0.0,41.0,5.506072783915396,10920.0,107.0,19.0,49.0,5.0,2.0,1,55.0,193.905,0.0,1.812196261682243,102.05607476635514
11.0,0.0,39.0,0.0,2158.0,56.0,345.0,11.0,3.0,1.0,1,30.0,1468.56,0.0,26.224285714285713,38.535714285714285
13.0,0.0,40.0,3.0,3265.0,55.0,313.0,35.0,4.0,1.0,1,45.0,865.5,0.0,15.736363636363636,59.36363636363637
5.0,1.0,35.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2,30.0,40.44,1.0,6.739999999999999,50.833333333333336
19.0,0.0,27.0,3.0,2130.0,48.0,47.0,30.0,2.0,1.0,1,25.0,309.51,0.0,6.448125,44.375
12.0,0.0,30.0,1.0,1225.0,38.0,27.0,14.0,2.0,1.0,1,25.0,178.335,0.0,4.693026315789474,32.23684210526316
11.0,0.0,38.0,1.0,3775.0,82.0,32.0,28.0,3.0,1.0,1,30.0,282.28,0.0,3.4424390243902434,46.03658536585366
12.0,0.0,14.0,0.0,8818.0,165.0,41.0,36.0,4.0,1.0,1,45.0,327.075,0.0,1.9822727272727272,53.442424242424245
12.0,0.0,16.0,1.0,9048.0,177.0,105.0,44.0,5.0,1.0,1,55.0,295.875,0.0,1.6716101694915255,51.11864406779661
9.0,0.0,12.0,0.0,5908.0,127.0,67.0,35.0,1.0,2.0,1,15.0,700.425,0.0,5.515157480314961,46.51968503937008
0.0,0.0,37.0,0.0,743.0,13.0,41.0,8.0,4.0,1.0,2,45.0,121.4,1.0,9.338461538461539,57.15384615384615
5.0,0.0,37.0,0.0,835.0,12.0,9.0,5.0,3.0,1.0,2,30.0,69.88,0.0,5.823333333333333,69.58333333333333
8.0,0.0,36.0,0.0,6603.0,69.0,76.0,33.0,2.0,1.0,1,25.0,642.24,0.0,9.307826086956522,95.69565217391305
0.0,0.0,37.0,0.0,630.0,11.0,0.0,11.0,2.0,1.0,1,25.0,28.845,0.0,2.622272727272727,57.27272727272727
0.0,0.0,35.0,0.0,7448.0,124.0,379.0,41.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.50193548387097,60.064516129032256
12.0,0.0,42.0,2.0,3165.0,61.0,192.0,29.0,2.0,1.0,1,25.0,1009.17,0.0,16.54377049180328,51.885245901639344
2.0,0.0,37.0,1.0,4325.0,83.0,27.0,27.0,3.0,1.0,1,30.0,284.32,0.0,3.4255421686746987,52.10843373493976
14.0,1.0,37.0,0.0,3295.0,47.0,16.0,18.0,3.0,1.0,2,30.0,197.68,1.0,4.205957446808511,70.1063829787234
7.0,0.0,24.0,1.0,1955.0,36.0,43.0,20.0,3.0,1.0,1,30.0,251.64,0.0,6.989999999999999,54.30555555555556
0.0,0.0,36.0,0.0,2055.0,33.0,278.0,16.0,3.0,1.0,1,30.0,1195.52,0.0,36.22787878787879,62.27272727272727
12.0,0.0,35.0,4.0,7690.0,113.0,42.0,39.0,5.0,1.0,1,55.0,180.045,0.0,1.5933185840707964,68.05309734513274
0.0,0.0,38.0,0.0,1443.0,21.0,3.0,8.0,3.0,1.0,1,30.0,70.56,0.0,3.3600000000000003,68.71428571428571
5.0,0.0,39.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,1.0,7.5825,50.833333333333336
7.0,0.0,26.0,0.0,1100.0,34.0,23.0,16.0,2.0,1.0,1,25.0,154.53,0.0,4.545,32.35294117647059
1.0,0.0,32.0,0.0,1903.0,35.0,22.0,27.0,3.0,1.0,2,30.0,165.52,1.0,4.7291428571428575,54.371428571428574
0.0,0.0,28.0,1.0,6580.0,108.0,254.0,27.0,2.0,2.0,1,25.0,1443.96,0.0,13.370000000000001,60.925925925925924
7.0,0.0,38.0,0.0,13773.0,169.0,0.0,44.0,3.0,1.0,1,30.0,557.68,0.0,3.2998816568047333,81.49704142011835
1.0,0.0,32.0,0.0,5658.0,85.0,0.0,6.0,2.0,1.0,1,25.0,258.435,0.0,3.0404117647058824,66.56470588235294
23.0,0.0,22.0,2.0,6878.0,155.0,103.0,49.0,2.0,2.0,1,25.0,779.985,0.0,5.0321612903225805,44.3741935483871
12.0,0.0,29.0,0.0,405.0,21.0,7.0,2.0,3.0,1.0,2,30.0,45.04,0.0,2.144761904761905,19.285714285714285
13.0,1.0,36.0,0.0,2868.0,54.0,55.0,46.0,3.0,1.0,2,30.0,336.88,1.0,6.238518518518519,53.111111111111114
5.0,0.0,35.0,1.0,1793.0,23.0,7.0,3.0,4.0,1.0,1,45.0,62.9,0.0,2.734782608695652,77.95652173913044
0.0,0.0,32.0,0.0,263.0,1.0,0.0,1.0,3.0,1.0,2,30.0,10.56,1.0,10.56,162.0409466248351
0.0,0.0,34.0,0.0,1553.0,20.0,2.0,7.0,3.0,1.0,1,30.0,70.92,0.0,3.5460000000000003,77.65
8.0,0.0,34.0,3.0,7155.0,117.0,280.0,36.0,2.0,2.0,1,25.0,1587.24,0.0,13.566153846153846,61.15384615384615
0.0,0.0,38.0,0.0,1793.0,48.0,0.0,18.0,1.0,1.0,1,15.0,101.255,0.0,2.1094791666666666,37.354166666666664
0.0,0.0,35.0,0.0,290.0,2.0,0.0,2.0,2.0,1.0,2,25.0,13.14,0.0,6.57,145.0
5.0,0.0,41.0,0.0,2573.0,66.0,13.0,38.0,1.0,1.0,1,15.0,216.645,0.0,3.2825,38.984848484848484
7.0,0.0,24.0,1.0,1620.0,36.0,192.0,12.0,2.0,2.0,1,25.0,938.52,0.0,26.07,45.0
7.0,0.0,38.0,0.0,13773.0,169.0,0.0,44.0,3.0,1.0,1,30.0,557.68,0.0,3.2998816568047333,81.49704142011835
2.0,0.0,33.0,0.0,3245.0,27.0,1.0,12.0,3.0,1.0,1,30.0,134.88,0.0,4.995555555555556,120.18518518518519
6.0,0.0,36.0,0.0,2780.0,53.0,175.0,23.0,2.0,1.0,1,25.0,914.985,0.0,17.263867924528302,52.45283018867924
0.0,0.0,39.0,0.0,1363.0,25.0,1.0,5.0,4.0,1.0,1,45.0,37.2,0.0,1.4880000000000002,54.52
3.0,0.0,29.0,0.0,8550.0,105.0,122.0,35.0,3.0,1.0,1,30.0,834.2,0.0,7.944761904761905,81.42857142857143
10.0,0.0,22.0,2.0,2060.0,35.0,40.0,18.0,3.0,1.0,1,30.0,243.8,0.0,6.965714285714286,58.857142857142854
10.0,0.0,36.0,2.0,4070.0,86.0,46.0,41.0,3.0,1.0,1,30.0,350.24,0.0,4.072558139534884,47.325581395348834
14.0,0.0,38.0,0.0,2680.0,61.0,53.0,22.0,4.0,1.0,2,45.0,201.025,0.0,3.2954918032786886,43.9344262295082
0.0,0.0,35.0,0.0,380.0,7.0,0.0,6.0,2.0,1.0,2,25.0,17.415,0.0,2.4878571428571425,54.285714285714285
9.0,0.0,22.0,0.0,700.0,19.0,2.0,6.0,2.0,1.0,2,25.0,41.355,0.0,2.1765789473684207,36.8421052631579
0.0,0.0,31.0,0.0,6115.0,78.0,169.0,20.0,3.0,1.0,1,30.0,923.72,0.0,11.842564102564102,78.3974358974359
10.0,0.0,39.0,0.0,3070.0,43.0,19.0,20.0,3.0,1.0,2,30.0,200.52,1.0,4.663255813953489,71.3953488372093
12.0,0.0,37.0,0.0,3105.0,46.0,7.0,15.0,3.0,1.0,2,30.0,154.04,1.0,3.348695652173913,67.5
0.0,0.0,21.0,0.0,1083.0,25.0,12.0,61.0,4.0,1.0,1,45.0,57.7,0.0,2.3080000000000003,43.32
6.0,0.0,9.0,0.0,5828.0,125.0,63.0,34.0,1.0,2.0,1,15.0,673.915,0.0,5.3913199999999994,46.624
4.0,0.0,31.0,0.0,2780.0,47.0,167.0,22.0,2.0,1.0,1,25.0,878.715,0.0,18.696063829787235,59.148936170212764
2.0,1.0,33.0,0.0,4803.0,81.0,0.0,22.0,2.0,1.0,1,25.0,219.78,1.0,2.7133333333333334,59.2962962962963
26.0,0.0,40.0,2.0,14845.0,221.0,40.0,19.0,3.0,1.0,1,30.0,762.64,0.0,3.4508597285067872,67.17194570135747
7.0,0.0,40.0,0.0,2148.0,60.0,360.0,23.0,3.0,1.0,1,30.0,1528.32,0.0,25.471999999999998,35.8
7.0,0.0,42.0,1.0,4470.0,87.0,10.0,29.0,3.0,1.0,1,30.0,222.28,0.0,2.554942528735632,51.37931034482759
15.0,0.0,39.0,2.0,7213.0,82.0,124.0,42.0,2.0,1.0,1,25.0,886.275,0.0,10.808231707317074,87.96341463414635
7.0,1.0,41.0,0.0,618.0,16.0,18.0,9.0,3.0,1.0,2,30.0,97.36,1.0,6.085,38.625
0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
0.0,0.0,31.0,0.0,628.0,1.0,1.0,3.0,4.0,1.0,2,45.0,18.225,1.0,18.225,162.0409466248351
0.0,0.0,18.0,0.0,1505.0,25.0,19.0,11.0,2.0,1.0,1,25.0,154.35,0.0,6.1739999999999995,60.2
4.0,0.0,16.0,1.0,2253.0,35.0,10.0,4.0,3.0,1.0,1,30.0,131.52,0.0,3.757714285714286,64.37142857142857
0.0,0.0,12.0,0.0,1310.0,18.0,11.0,8.0,2.0,1.0,1,25.0,109.26,0.0,6.07,72.77777777777777
9.0,0.0,18.0,2.0,2558.0,41.0,17.0,6.0,3.0,1.0,1,30.0,171.96,0.0,4.194146341463415,62.390243902439025
29.419593208926564,0.0,40.0,4.0,15445.0,231.0,61.0,34.0,3.0,1.0,1,30.0,871.04,0.0,3.7707359307359307,66.86147186147186
18.0,0.0,39.0,5.506072783915396,10130.0,93.0,2.0,41.0,5.0,1.0,1,55.0,156.345,0.0,1.6811290322580645,108.9247311827957
3.0,0.0,23.0,0.0,1130.0,10.0,20.0,4.0,4.0,1.0,2,45.0,78.5,0.0,7.85,113.0
7.0,0.0,42.0,2.0,2053.0,33.0,17.0,12.0,4.0,1.0,1,45.0,94.65,0.0,2.868181818181818,62.21212121212121
0.0,0.0,28.0,0.0,2455.0,14.0,0.0,8.0,3.0,1.0,1,30.0,98.76,0.0,7.054285714285714,162.0409466248351
9.0,0.0,38.0,0.0,13963.0,170.0,9.0,47.0,3.0,1.0,1,30.0,601.32,0.0,3.5371764705882356,82.13529411764706
5.0,0.0,21.0,0.0,315.0,17.0,0.0,1.0,2.0,1.0,2,25.0,14.94,0.0,0.8788235294117647,18.529411764705884
7.0,0.0,33.0,0.0,1130.0,22.0,36.0,6.0,4.0,1.0,2,45.0,118.8,0.0,5.3999999999999995,51.36363636363637
7.0,0.0,15.0,0.0,5488.0,125.0,57.0,25.0,1.0,2.0,1,15.0,622.215,0.0,4.977720000000001,43.904
5.0,0.0,20.0,1.0,1400.0,22.0,14.0,2.0,2.0,1.0,1,25.0,126.99,0.0,5.772272727272727,63.63636363636363
9.0,0.0,33.0,0.0,2373.0,58.0,349.0,20.0,2.0,1.0,1,25.0,1679.895,0.0,28.963706896551724,40.91379310344828
18.0,0.0,39.0,3.0,9420.0,127.0,151.0,45.0,3.0,1.0,1,30.0,985.88,0.0,7.762834645669291,74.1732283464567
8.0,0.0,37.0,0.0,1970.0,50.0,45.0,22.0,3.0,1.0,2,30.0,260.8,0.0,5.216,39.4
17.0,0.0,16.0,1.0,6797.0,146.0,86.0,40.0,1.0,2.0,1,15.0,854.865,0.0,5.855239726027397,46.554794520547944
2.0,0.0,22.0,0.0,1650.0,30.0,36.0,18.0,2.0,1.0,1,25.0,237.6,0.0,7.92,55.0
3.0,0.0,14.0,2.0,2548.0,39.0,24.0,17.0,3.0,1.0,1,30.0,199.48,0.0,5.114871794871795,65.33333333333333
7.0,0.0,39.0,0.0,1370.0,21.0,16.0,16.0,2.0,1.0,2,25.0,134.595,0.0,6.409285714285714,65.23809523809524
8.0,0.0,39.0,4.0,6965.0,122.0,279.0,34.0,3.0,2.0,1,30.0,1399.48,0.0,11.471147540983607,57.09016393442623
8.0,0.0,15.0,2.0,2738.0,39.0,0.0,15.0,3.0,1.0,1,30.0,111.08,0.0,2.848205128205128,70.2051282051282
5.0,0.0,40.0,0.0,7688.0,135.0,395.0,48.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,15.774333333333333,56.94814814814815
3.0,0.0,22.0,1.0,1775.0,28.0,38.0,18.0,2.0,1.0,1,25.0,252.135,0.0,9.004821428571429,63.392857142857146
0.0,0.0,38.0,0.0,6375.0,88.0,190.0,29.0,3.0,1.0,1,30.0,1018.52,0.0,11.57409090909091,72.44318181818181
0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
9.0,0.0,13.0,0.0,8817.0,166.0,75.0,41.0,4.0,1.0,1,45.0,412.075,0.0,2.482379518072289,53.1144578313253
7.0,0.0,41.0,0.0,3893.0,66.0,2.0,34.0,1.0,1.0,1,15.0,228.745,0.0,3.4658333333333333,58.984848484848484
7.0,0.0,36.0,1.0,4665.0,75.0,19.0,30.0,2.0,1.0,1,25.0,298.8,0.0,3.984,62.2
0.0,0.0,36.0,0.0,1478.0,24.0,0.0,3.0,3.0,1.0,1,30.0,60.08,0.0,2.5033333333333334,61.583333333333336
23.0,1.0,33.0,0.0,955.0,47.0,16.0,17.0,2.0,1.0,2,25.0,117.09,1.0,2.4912765957446807,20.319148936170212
1.0,0.0,32.0,0.0,6500.0,80.0,178.0,25.0,3.0,1.0,1,30.0,975.2,0.0,12.190000000000001,81.25
7.0,0.0,28.0,1.0,1683.0,44.0,28.0,67.0,5.0,1.0,1,55.0,67.905,0.0,1.5432954545454545,38.25
0.0,0.0,34.0,0.0,7088.0,115.0,345.0,37.0,2.0,1.0,1,25.0,1876.635,0.0,16.318565217391303,61.63478260869565
0.0,1.0,58.262350945886496,0.0,1068.0,7.0,0.0,1.0,2.0,1.0,1,25.0,48.375,1.0,6.910714285714286,152.57142857142858
2.0,0.0,38.0,0.0,2555.0,49.0,178.0,25.0,2.0,1.0,1,25.0,918.18,0.0,18.738367346938773,52.142857142857146
13.0,0.0,22.0,4.0,3113.0,55.0,46.0,25.0,3.0,1.0,1,30.0,310.72,0.0,5.649454545454546,56.6
10.0,0.0,43.0,1.0,2878.0,72.0,20.0,40.0,2.0,1.0,1,25.0,222.75,0.0,3.09375,39.97222222222222
5.0,0.0,37.0,1.0,6690.0,87.0,195.0,29.0,3.0,1.0,1,30.0,1051.08,0.0,12.081379310344827,76.89655172413794
3.0,0.0,17.0,0.0,2100.0,31.0,29.0,12.0,2.0,1.0,1,25.0,226.395,0.0,7.303064516129033,67.74193548387096
29.419593208926564,0.0,33.0,4.0,16380.0,241.70055817253422,7.0,75.16185358381713,2.0,2.0,1,25.0,779.58,0.0,3.1950000000000003,67.1311475409836
13.0,0.0,27.0,1.0,1340.0,37.0,17.0,12.0,2.0,1.0,1,25.0,138.465,0.0,3.742297297297297,36.21621621621622
29.419593208926564,1.0,41.0,0.0,1520.0,63.0,38.0,25.0,3.0,1.0,2,30.0,215.32,1.0,3.417777777777778,24.126984126984127
1.0,0.0,39.0,0.0,305.0,9.0,0.0,10.0,3.0,1.0,2,30.0,12.56,0.0,1.3955555555555557,33.888888888888886
0.0,0.0,32.0,0.0,1935.0,6.0,0.0,2.0,3.0,1.0,1,30.0,77.64,0.0,12.94,162.0409466248351
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1,55.0,0.0,0.0,4.236490036231884,60.055842970176506
11.0,0.0,39.0,2.0,6778.0,78.0,113.0,39.0,2.0,1.0,1,25.0,817.02,0.0,10.474615384615385,86.8974358974359
11.0,0.0,42.0,1.0,3040.0,63.0,190.0,29.0,2.0,1.0,1,25.0,994.635,0.0,15.787857142857142,48.25396825396825
0.0,0.0,31.0,0.0,490.0,6.0,0.0,5.0,2.0,1.0,2,25.0,22.32,0.0,3.72,81.66666666666667
0.0,0.0,39.0,0.0,73.0,2.0,5.0,4.0,2.0,1.0,1,25.0,25.875,0.0,12.9375,36.5
8.0,1.0,12.0,3.0,1908.0,31.0,39.0,13.0,3.0,1.0,1,30.0,233.56,1.0,7.534193548387097,61.54838709677419
18.0,0.0,39.0,3.0,9420.0,127.0,151.0,45.0,3.0,1.0,1,30.0,985.88,0.0,7.762834645669291,74.1732283464567
6.0,0.0,27.0,0.0,1000.0,28.0,22.0,15.0,2.0,1.0,1,25.0,145.26,0.0,5.187857142857142,35.714285714285715
1.0,0.0,16.0,1.0,1990.0,30.0,42.0,27.0,2.0,1.0,1,25.0,279.9,0.0,9.33,66.33333333333333
0.0,0.0,35.0,0.0,2760.0,65.0,0.0,26.0,2.0,1.0,1,25.0,127.125,0.0,1.9557692307692307,42.46153846153846
19.0,0.0,31.0,2.0,1065.0,34.0,22.0,11.0,3.0,1.0,1,30.0,131.96,0.0,3.8811764705882354,31.323529411764707
0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2,45.0,0.0,1.0,4.236490036231884,60.055842970176506
7.0,0.0,31.0,0.0,1310.0,24.0,39.0,10.0,4.0,1.0,2,45.0,130.85,0.0,5.452083333333333,54.583333333333336
10.0,0.0,24.0,0.0,1110.0,26.0,0.0,9.0,2.0,1.0,1,25.0,51.12,0.0,1.9661538461538461,42.69230769230769
5.0,0.0,32.0,0.0,2700.0,51.0,165.0,19.0,2.0,1.0,1,25.0,866.295,0.0,16.986176470588234,52.94117647058823
0.0,0.0,32.0,0.0,1975.0,24.0,0.0,14.0,2.0,1.0,2,25.0,89.955,1.0,3.748125,82.29166666666667
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,1.0,4.236490036231884,60.055842970176506
11.0,0.0,15.0,0.0,6087.0,135.0,78.0,40.0,1.0,2.0,1,15.0,771.21,0.0,5.712666666666667,45.08888888888889
6.0,0.0,27.0,0.0,1535.0,21.0,29.0,3.0,4.0,1.0,2,45.0,111.4,0.0,5.3047619047619055,73.0952380952381
0.0,0.0,36.0,0.0,1898.0,51.0,0.0,28.0,1.0,1.0,1,15.0,107.195,0.0,2.101862745098039,37.21568627450981
6.0,1.0,37.0,0.0,2143.0,46.0,38.0,34.0,3.0,1.0,2,30.0,239.56,1.0,5.207826086956522,46.58695652173913
7.0,0.0,31.0,0.0,50.0,2.0,0.0,1.0,2.0,1.0,2,25.0,2.34,1.0,1.17,25.0
8.0,0.0,30.0,0.0,395.0,25.0,11.0,6.0,3.0,1.0,2,30.0,60.8,0.0,2.432,15.8
11.0,0.0,40.0,1.0,6223.0,101.0,14.0,14.0,3.0,1.0,1,30.0,308.96,0.0,3.0590099009900986,61.613861386138616
0.0,0.0,33.0,0.0,510.0,5.0,0.0,7.0,2.0,1.0,2,25.0,23.175,0.0,4.635,102.0
0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,2,45.0,10.0,0.0,4.236490036231884,60.055842970176506
15.0,0.0,39.0,1.0,2758.0,66.0,366.0,26.0,3.0,1.0,1,30.0,1576.96,0.0,23.893333333333334,41.78787878787879
5.0,0.0,22.0,0.0,3530.0,61.0,7.0,24.0,3.0,1.0,1,30.0,171.64,0.0,2.8137704918032784,57.868852459016395
29.419593208926564,0.0,33.0,4.0,16380.0,241.70055817253422,7.0,75.16185358381713,2.0,2.0,1,25.0,779.58,0.0,3.1950000000000003,67.1311475409836
18.0,0.0,21.0,2.0,9318.0,179.0,90.0,46.0,5.0,1.0,1,55.0,277.455,0.0,1.5500279329608937,52.055865921787706
0.0,0.0,23.0,0.0,1148.0,27.0,0.0,62.0,4.0,1.0,1,45.0,29.375,0.0,1.087962962962963,42.51851851851852
8.0,0.0,40.0,0.0,4220.0,79.0,7.0,12.0,3.0,1.0,1,30.0,199.96,0.0,2.531139240506329,53.41772151898734
8.0,0.0,41.0,0.0,6098.0,103.0,18.0,17.0,3.0,1.0,1,30.0,320.04,0.0,3.107184466019418,59.20388349514563
0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,30.0,0.0,0.0,4.236490036231884,60.055842970176506
0.0,0.0,35.0,0.0,3500.0,66.0,0.0,23.0,3.0,1.0,1,30.0,142.64,0.0,2.161212121212121,53.03030303030303
2.0,0.0,42.0,0.0,875.0,20.0,8.0,12.0,2.0,1.0,2,25.0,76.275,0.0,3.81375,43.75
0.0,0.0,30.0,0.0,3633.0,50.0,0.0,27.0,1.0,1.0,1,15.0,202.565,0.0,4.0513,72.66
0.0,0.0,25.0,0.0,3035.0,60.0,0.0,20.0,3.0,1.0,1,30.0,123.8,0.0,2.0633333333333335,50.583333333333336
8.0,0.0,17.0,4.0,2968.0,51.0,63.0,23.0,3.0,2.0,1,30.0,372.76,0.0,7.309019607843137,58.19607843137255
0.0,0.0,25.0,0.0,1010.0,30.0,186.0,9.0,2.0,2.0,1,25.0,883.8,0.0,29.459999999999997,33.666666666666664
11.0,1.0,36.0,1.0,5573.0,95.0,24.0,24.0,2.0,1.0,1,25.0,363.06,1.0,3.821684210526316,58.66315789473684
9.0,0.0,38.0,1.0,14018.0,172.0,7.0,44.0,3.0,1.0,1,30.0,595.6,0.0,3.4627906976744187,81.5
0.0,0.0,7.0,0.0,992.0,12.0,0.0,2.0,2.0,1.0,1,25.0,45.18,1.0,3.765,82.66666666666667
6.0,0.0,39.0,2.0,2088.0,37.0,39.0,12.0,4.0,1.0,1,45.0,150.625,0.0,4.070945945945946,56.432432432432435
5.0,0.0,33.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,1.0,7.5825,50.833333333333336
7.0,0.0,31.0,0.0,8730.0,113.0,127.0,37.0,3.0,1.0,1,30.0,861.72,0.0,7.625840707964602,77.2566371681416
11.0,0.0,39.0,0.0,6108.0,95.0,7.0,10.0,2.0,1.0,1,25.0,310.635,0.0,3.269842105263158,64.29473684210527
7.0,0.0,37.0,2.0,3220.0,25.0,409.8875997145183,5.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,81.832,128.8
4.0,0.0,36.0,0.0,13713.0,166.0,0.0,42.0,3.0,1.0,1,30.0,555.16,0.0,3.3443373493975903,82.60843373493977
3.0,0.0,36.0,0.0,14775.0,171.0,125.0,30.0,2.0,1.0,1,25.0,1235.07,0.0,7.222631578947368,86.40350877192982
27.0,0.0,36.0,4.0,16075.0,241.70055817253422,8.0,75.16185358381713,2.0,1.0,1,25.0,770.355,0.0,3.1571926229508196,65.8811475409836
5.0,0.0,40.0,0.0,1295.0,26.0,39.0,17.0,3.0,1.0,2,30.0,208.84,0.0,8.032307692307693,49.80769230769231
0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,1.0,4.236490036231884,60.055842970176506
0.0,0.0,35.0,0.0,14580.0,166.0,122.0,13.0,2.0,1.0,1,25.0,1212.57,0.0,7.304638554216867,87.83132530120481
9.0,0.0,38.0,0.0,1038.0,18.0,28.0,19.0,3.0,1.0,2,30.0,154.24,1.0,8.568888888888889,57.666666666666664
6.0,1.0,34.0,0.0,2208.0,41.0,29.0,29.0,3.0,1.0,2,30.0,205.96,1.0,5.0234146341463415,53.853658536585364
0.0,1.0,37.0,0.0,503.0,9.0,13.0,7.0,4.0,1.0,2,45.0,45.3,1.0,5.033333333333333,55.888888888888886
14.0,0.0,37.0,2.0,3900.0,80.0,28.0,25.0,3.0,1.0,1,30.0,271.2,0.0,3.3899999999999997,48.75
14.0,0.0,22.0,5.0,3238.0,53.0,48.0,25.0,3.0,2.0,1,30.0,323.64,0.0,6.1064150943396225,61.094339622641506
13.0,0.0,37.0,1.0,4323.0,64.0,7.0,32.0,1.0,1.0,1,15.0,279.785,0.0,4.371640625,67.546875
26.0,0.0,25.0,3.0,6958.0,157.0,107.0,50.0,2.0,2.0,1,25.0,801.675,0.0,5.106210191082802,44.318471337579616
3.0,0.0,36.0,0.0,6385.0,80.0,154.0,22.0,3.0,1.0,1,30.0,874.6,0.0,10.932500000000001,79.8125
